F00022+1231 Pks 0002+12   00 02 16.26 +12 31 58.0 G        18.7        < 0.06  0.86 > 1.16 M
F12133+4722 NGC 4217      12 13 21.7  +47 22 12.  Sb       12.4   21.7   2.69  0.85   3.33 S
F12163+1441 NGC 4254      12 16 16.9  +14 41 46.  Sc        9.7   21.9   2.64  0.94   2.34 S
F12173-3541 ESO380-IG15   12 17 21.0  -35 40 58.  S...+... 16.5  331.9   1.42  0.65   2.96 M
F12173+0537 NGC 4273      12 17 22.3  +05 37 27.  Sc       11.8   44.6   2.81  0.97   2.09 S
F12176+2933 NGC 4278      12 17 36.5  +29 33 26.  E        11.2   11.9   0.49  0.38   2.15 M
F12193+0445 NGC 4303      12 19 21.4  +04 44 58.  Sb/SBc   10.4   21.9   2.58  0.83   2.33 S
F12203+1605 NGC 4321      12 20 23.2  +16 06 00.  Sc       10.6   29.3   2.71  1.13   2.38 S
F12206+5843 NGC 4335      12 20 38.2  +58 43 16.  E        13.7   94.6   0.77  0.85 > 1.61 M
F12225+1309 NGC 4374      12 22 31.5  +13 09 51.  S0       10.3   21.9  -0.57  0.64 > 1.00 M
F12232+1256 NGC 4388      12 23 14.8  +12 56 18.  Sb:      11.7   21.9   2.26  0.51   1.23 S+M
F12239+3130 NGC 4414      12 23 58.2  +31 30 05.  Sc       10.9   14.0   2.80  0.92   2.38 S
F12244+1519 NGC 4419      12 24 25.1  +15 19 28.  Sa       11.6   21.9   2.71  0.66   1.73 S
F12252+1317 NGC 4438      12 25 13.5  +13 17 11.  S...     11.5   21.9   2.03  0.39   3.83 M
F12265+0219 3C 273        12 26 33.2  +02 19 43.  Q        12.9  848.7  -1.20  0.11   0.95 M
F12281+4155 NGC 4490      12 28 10.5  +41 54 56.  ...      10.1   12.0   2.38  0.82   2.59 S
F12282+1240 NGC 4486      12 28 17.8  +12 39 58.  E         9.9   21.9 <-2.09  0.94   1.06 M
F12287+6605               12 28 41.67 +66 06 31.1 G        17.0          0.92  0.61 > 1.92 M
F12294+1441 NGC 4501      12 29 28.1  +14 41 50.  Sb/Sc    10.1   21.9   2.61  0.97   2.04 S
F12315+0255 NGC 4527      12 31 35.5  +02 55 45.  Sb       11.9   31.5   2.76         2.56 S
F12317+0644 NGC 4532      12 31 46.7  +06 44 43.  Irr      11.8   21.9   2.38  0.66   2.71 S
F12317+0828 NGC 4535      12 31 47.9  +08 28 25.  Sc/SBc   10.6   21.9   2.74  0.45   2.40 S
F12319+0227 NGC 4536      12 31 53.5  +02 27 50.  Sb/Sc    11.8   32.9   2.68         2.28 S
F12338+2615 NGC 4565      12 33 51.8  +26 15 50.  Sb       10.3   23.4   2.69  0.82   2.00 S
F12340+1131 NGC 4568/7                            Sc+Sc    12.5   21.9   2.85  0.81   2.36 S
F12343+1326 NGC 4569      12 34 18.7  +13 26 18.  Sb       11.3   21.9   2.74  0.83   2.25 S
F12351+1205 NGC 4579      12 35 12.6  +12 05 40.  Sb       11.0   21.9   2.33  0.52   2.33 S
F12373+2229 Pks 1237+22   12 37 22.63 +22 29 33.5 E        18.0        < 0.55  1.12 > 0.99 M
F12374-1120 NGC 4594      12 37 22.8  -11 21 00.  Sa        9.3   17.0   1.83  0.19   2.10 M
F12378+6152 NGC 4605      12 37 47.5  +61 53 00.  S...     10.8    5.5   2.70  0.51   2.80 S
F12396+3249 NGC 4631      12 39 41.5  +32 48 54.  Sc        9.8   12.1   2.53  0.89   2.46 S
F12410+1151 NGC 4647/9                            Sc+E     12.5   21.9   2.43  0.48   2.20 S+M
F12414+1324 NGC 4654      12 41 25.7  +13 23 58.  Sc       11.3   21.9   2.71  0.75   2.27 S
F12415+3226 NGC 4656      12 41 32.8  +32 27 00.  ...      10.6   12.5   2.49  0.66   3.40 S
F12425-0011 NGC 4666      12 42 35.1  -00 11 14.  Sc       11.6   29.5   2.46  0.58   2.65 S
F12440-2531 Pks 1244-255  12 44 06.7  -25 31 26.  Q        17.4 2623.9  -0.42 -0.13   1.05 M
F12485+4123 NGC 4736      12 48 32.4  +41 23 28.  Sb        8.7    6.9   2.92  0.64   2.53 S
F12522+2912 NGC 4793      12 52 15.9  +29 12 30.  Sc       12.3   49.2   2.64  0.74   2.33 S
F12535-0530 3C 279        12 53 35.9  -05 31 08.  Q        17.8 2323.8 <-1.37  0.03 > 0.20 M
F12540+5708 UGC 08058     12 54 05.0  +57 08 41.  S...     14.1  248.0   2.00 -0.29   1.59 M
F12542+2157 NGC 4826      12 54 16.9  +21 57 18.  Sb        8.9    7.0   2.99  0.52   3.23 S
F12597+1643               12 59 43.64 +16 43 14.8 G        19.5          1.43         0.94 M
F13059-2406               13 05 59.62 -24 07 00.1 G        16.0   84.0   0.91  0.47   0.87 M
F13080+3237 B2 1308+32    13 08 07.58 +32 36 40.6 BL Lac   15.6 3506.2  -0.31  0.25   0.50 M
F13086+3719 NGC 5005      13 08 37.6  +37 19 25.  Sb       10.6   20.8   2.82  0.88   2.58 S
F13111+3651 NGC 5033      13 11 09.7  +36 51 30.  Sc       10.9   17.9   2.66  0.79   2.60 S
F13126+2453 IC 0860       13 12 39.8  +24 53 01.  (S)      14.8   77.5   2.98  0.41   3.02 S
F13135+4217 NGC 5055      13 13 34.9  +42 17 55.  Sb        9.7   11.0   2.84  0.83   1.99 S
F13136+6223 UGC 08335                             Dbl Sys  14.4  183.8   2.74  0.54   2.07 S
F13170-2708 NGC 5078      13 17 04.84 -27 08 50.4 S0       12.0   43.8   1.98  0.20   3.01 M
F13182+3424 IC 0883       13 18 17.3  +34 24 03.  Pec      14.8  137.9   2.64  0.67   2.63 S
F13184+0914 NGC 5100      13 18 29.4  +09 14 23.  Dbl Sys  15.3  190.6   1.91  0.71   2.39 M
F13197-1627 MCG-03-34-063 13 19 43.77 -16 28 02.2 SB?      14.5  100.5   1.84  0.82   0.83 M
F13277+4727 NGC 5194/5    13 27 46.9  +47 27 16.  Sc+...    8.8   10.8   2.67  1.09   2.09 S
F13334-0814 NGC 5232      13 33 30.2  -08 14 39.  S0-a     13.0  137.7   0.36 -0.45   1.28 M
F13341-2936 NGC 5236      13 34 10.2  -29 36 49.  Sc        8.5    6.9   2.76  0.98   1.96 S
F13350+0908 NGC 5248      13 35 02.4  +09 08 23.  Sc       10.9   21.0   2.85  0.89   2.23 S
F13362+4831 NGC 5256      13 36 15.2  +48 31 53.  Pec      14.1  163.0   2.30  0.71   2.11 S
F13384+4503               13 38 29.42 +45 03 24.7 G        18.5        < 0.71 -1.30   1.03 M
F13428+5608 UGC 08696     13 42 50.6  +56 08 13.  Pec      15.0  221.6   2.57  0.58   2.58 S
F13443+1439 Zw 102.056    13 44 23.51 +14 38 58.7 G        16.0  128.7   1.80  0.59   1.75 M
F13451+1232 Pks 1345+12   13 45 06.09 +12 32 20.6 E+?      17.0  671.2  -0.11  0.47   1.20 M
F13468+4013 NGC 5311      13 46 47.6  +40 14 00.  S0-a     13.7   53.7   1.21 -0.30 > 2.02 M
F13470+3530 UGC 08739     13 47 02.1  +35 30 17.  S...     14.7  101.8   2.53  0.75   3.16 S
F13475+6026 NGC 5322      13 47 35.1  +60 26 21.  E        11.3   38.9   1.19  0.62   2.28 M
F13500+3141 UGC 08782     13 50 03.3  +31 41 33.  ...      15.6  272.4  -0.55  0.74 > 1.42 M
